#word	frequency	freq_per_million
de_ADP	36887816	87633.81952686519
lo_DET	22647484	53803.28088801915
el_DET	22055384	52396.63798614996
y_CONJ	12813292	30440.341566251187
en_ADP	12694880	30159.031991354826
a_ADP	11301278	26848.27306325026
uno_DET	8074641	19182.80095894607
que_PRON	7246763	17216.02387346446
se_PRON	6349362	15084.082061641597
que_SCONJ	5765839	13697.81540731392
los_DET	5089380	12090.762121119807
con_ADP	4411373	10480.031275033629
por_ADP	4383360	10413.481219958368
ser_AUX_Ind_Pres	4050548	9622.82484864121
quot_VERB_Ind_Past	3846277	9137.541362392732
parir_ADP	3693716	8775.10453119519
su_DET	3609827	8575.810718672128
no_ADV	3516339	8353.712708859686
haber_AUX_Ind_Pres	2420567	5750.503950428659
este_DET	2355197	5595.205442583381
comer_SCONJ	2081378	4944.69783787654
más_ADV	1836005	4361.768959713477
o_CONJ	1781125	4231.3913842117345
la_DET	1630475	3873.4944864468403
me_PRON	1227065	2915.1195277522756
todo_DET	1173126	2786.9774715389294
pero_CONJ	1165423	2768.677572411926
lo_PRON	1163642	2764.4464779883
si_SCONJ	1142475	2714.1603602651703
tener_VERB_Ind_Pres	1001294	2378.7588207806325
poder_AUX_Ind_Pres	986674	2344.0263106888788
año_NOUN	923229	2193.3009958618372
estar_AUX_Ind_Pres	914508	2172.58264972571
le_PRON	878564	2087.1910394153124
ya_ADV	811971	1928.9870692005259
sobrar_ADP	783315	1860.9094488729397
partir_NOUN	781455	1856.4906753592147
nos_PRON	756868	1798.0797160140737
otro_DET	723347	1718.444389694943
sin_ADP	700182	1663.4116539715858
muy_ADV	678159	1611.0919501582682
ser_AUX_Inf	661358	1571.1780717689687
nuestro_DET	643777	1529.4111593255261
también_ADV	643466	1528.6723213885539
entrar_ADP	640662	1522.0109015323787
nuevo_ADJ	630316	1497.4320677834535
te_PRON	613596	1457.7106198536226
desde_ADP	609976	1449.110641294652
mi_DET	605882	1439.384588195087
ese_DET	593131	1409.0922327792214
cuando_SCONJ	578536	1374.419114804587
ser_AUX_Ind_Past	564337	1340.6867679651332
vez_NOUN	548040	1301.970234656972
día_NOUN	542147	1287.9703248094543
apos_NOUN	495842	1177.9642454798595
casar_NOUN	481775	1144.5454890187991
hasta_ADP	477494	1134.3751828831766
cada_DET	456578	1084.685362015931
e_CONJ	452622	1075.2871534028682
porque_SCONJ	442863	1052.1028465639197
hacer_VERB_Inf	420194	998.2484504442225
tiempo_NOUN	416443	989.3372571915434
personar_NOUN	411829	978.375848055883
bueno_ADJ	404820	961.7246741001302
donde_PRON	396504	941.9684802613458
formar_NOUN	394239	936.5875544502773
yo_PRON	386732	918.7532895214949
las_DET	385504	915.8359487285624
alguno_DET	384638	913.7786057915268
uno_PRON	383772	911.7212628544913
tu_DET	379344	901.2017310702036
asir_ADV	377272	896.279312403301
mismo_DET	372790	885.6314936460341
bien_ADV	359928	855.0754372301558
la_PRON	358289	851.181690031771
mucho_DET	354587	842.386905328647
vida_NOUN	349721	830.8268236524175
ser_AUX_Ind_Imp	341212	810.612122669467
deber_AUX_Ind_Pres	339687	806.9892035251493
gran_ADJ	336406	799.1945820743254
durante_ADP	332302	789.4447721279123
es_AUX_Ind_Pres	332107	788.9815136143766
trabajar_NOUN	327425	777.85855792015
primero_ADJ	325194	772.5584053883646
sólo_ADV	319558	759.1690465048403
servicio_NOUN	316884	752.8164656576889
además_ADV	316700	752.3793396756861
país_NOUN	313011	743.6154388734643
eso_PRON	310663	738.0373312335574
les_PRON	309044	734.1910977288687
ni_CONJ	304154	722.573999620204
empresa_NOUN	303295	720.5332864759621
ahora_ADV	299892	712.4488314935928
todo_PRON	298328	708.7332606465679
mundo_NOUN	297170	705.9822177815713
esto_PRON	296888	705.3122747004581
siempre_ADV	296335	703.9985210697646
hacer_VERB_Ind_Pres	295733	702.5683588895158
ser_AUX_Sub_Pres	293794	697.9619062856915
mayor_ADJ	293757	697.874005952354
lugar_NOUN	293063	696.2252807811038
aunque_SCONJ	291010	691.3480001232125
para_ADP	290684	690.5735269159682
sistema_NOUN	288602	685.6273514022178
menos_ADV	283027	672.3829092844661
ir_AUX_Ind_Pres	282320	670.7033002123135
tipo_NOUN	273981	650.8924656257789
último_ADJ	272117	646.4641893733144
ser_AUX_Past	271659	645.3761257876766
hora_NOUN	267558	635.633442895318
momento_NOUN	265193	630.0149486157695
coser_NOUN	258284	613.6013431284968
mejor_ADJ	257860	612.5940528221421
haber_AUX_Ind_Imp	257416	611.5392488220915
social_ADJ	248728	590.8993002805622
hoy_ADV	248195	589.6330603435646
ver_VERB_Inf	248018	589.2125641543553
grupo_NOUN	247866	588.8514600822658
punto_NOUN	246404	585.3782090730905
ser_AUX_Ind_Fut	245791	583.921914361309
problema_NOUN	245767	583.8648979288738
actividad_NOUN	244360	580.5223095773623
importante_ADJ	244061	579.8119798566075
información_NOUN	243127	577.5930903610057
algo_PRON	240229	570.7083561444597
después_ADV	238652	566.9619013965324
antes_ADV	236651	562.2081563422507
tener_VERB_Inf	236478	561.7971628917805
qué_PRON	232847	553.1710518012771
querer_VERB_Ind_Pres	220393	523.5842747367966
ellos_PRON	220200	523.1257675926305
tan_ADV	219697	521.9307981961767
decir_VERB_Ind_Pres	218569	519.2510258717241
un_DET	217954	517.789979790573
ciudad_NOUN	217760	517.3290969617221
mucho_ADV	216549	514.4521428084312
niño_NOUN	213681	507.63867913242905
dar_VERB_Ind_Pres	212877	505.7286286458511
público_ADJ	212498	504.8282441503124
manera_NOUN	208781	495.99782417691637
programar_NOUN	208207	494.634181167842
derecho_NOUN	208066	494.2992096272854
mujer_NOUN	205614	488.47403078015947
los_PRON	205300	487.72806578913276
sino_CONJ	205025	487.0747525008132
pues_SCONJ	202902	482.0311739149859
través_NOUN	202856	481.92189241948523
obrar_NOUN	202543	481.1783031131433
grande_ADJ	200283	475.80925572549864
desarrollar_NOUN	196420	466.63198578812205
temer_NOUN	196393	466.5678423016325
dar_VERB_Inf	196166	466.02856187818327
una_PRON	195822	465.2113263466125
nada_PRON	195111	463.5222145357208
él_PRON	194201	461.3603414725542
hombre_NOUN	194165	461.27481682390146
creer_VERB_Ind_Pres	192976	458.450127733676
tanto_ADV	191025	453.81516691363413
cual_PRON	190603	452.8126279766492
﻿1_ADJ	189925	451.20191376035575
poco_ADV	188191	447.08247651691516
cualquiera_DET	186723	443.594971399631
producto_NOUN	185528	440.7560282012968
segundar_ADJ	185074	439.6774673543983
aguar_NOUN	184050	437.2447662371646
cómo_PRON	182699	434.0352162280018
según_ADP	181792	431.8804702188895
encontrar_VERB_Ind_Pres	181022	430.0511930115947
ante_ADP	180240	428.19340758808227
siguiente_ADJ	178921	425.059879488833
ejemplo_NOUN	178245	423.45391664190925
una_DET	177508	421.70303702921274
dentro_ADV	176347	418.9448671101617
posible_ADJ	176213	418.62652536239875
ser_NOUN	175800	417.6453675875769
ello_PRON	175427	416.7592372001471
número_NOUN	175145	416.08929411903387
zona_NOUN	174491	414.5355963351757
contra_ADP	174058	413.5069248666579
alto_ADJ	173102	411.23577030799055
millón_NOUN	172354	409.4587581637613
necesario_ADJ	171685	407.8694251096311
quien_PRON	171657	407.8029059384567
contar_NOUN	170787	405.73606026268203
hacer_AUX_Ind_Pres	170656	405.42484556897347
pequeño_ADJ	170084	404.0659539292687
resultar_NOUN	169994	403.8521423076368
historia_NOUN	169604	402.9256252805654
aquí_ADV	169052	401.6142473345566
gente_NOUN	168154	399.4808824876076
mesar_NOUN	167338	397.54232378481197
hacia_ADP	166822	396.316470487456
todos_PRON	166575	395.7296763703107
tras_ADP	166129	394.67012100089056
fin_NOUN	165943	394.2282436495181
proyectar_NOUN	163975	389.5528961898346
calidad_NOUN	162404	385.8206955500162
situación_NOUN	161834	384.466555279681
dato_NOUN	160481	381.25225390114866
nivel_NOUN	158605	376.7954694324667
semana_NOUN	158473	376.48187905407326
procesar_NOUN	158077	375.54110791889303
artículo_NOUN	157945	375.22751754049966
ella_PRON	156479	371.74476379258505
usar_NOUN	155731	369.9677516483558
económico_ADJ	154552	367.1668194049783
ver_VERB_Ind_Pres	153943	365.72002743193605
principal_ADJ	152751	362.88821128765625
equipar_NOUN	151915	360.90213889116467
aun_ADV	151837	360.7168354857504
hijo_NOUN	150272	356.9988889540407
estar_AUX_Ind_Imp	150116	356.6282821432122
luego_ADV	150064	356.50474653960265
casi_ADV	149009	353.9983991971402
esta_DET	148894	353.7251954583884
como_SCONJ	148787	353.47099719711497
os_PRON	145872	346.5458763409273
mas_ADV	144598	343.51925405249403
haber_AUX_Inf	143965	342.0154456470166
familia_NOUN	143390	340.64942695325743
saber_VERB_Ind_Pres	143299	340.43323964694076
poder_AUX_Sub_Pres	143159	340.100643791069
sector_NOUN	142975	339.66351780906604
único_ADJ	142161	337.72971047564005
decir_VERB_Ind_Past	142084	337.54678275491057
ir_VERB_Ind_Pres	141665	336.55137087198005
experiencia_NOUN	140732	334.334857061063
medir_NOUN	140472	333.71717904301534
las_PRON	140460	333.6886708267978
embargar_NOUN	140332	333.38458318714356
ideo_NOUN	139970	332.52458533124656
pesar_NOUN	139802	332.1254703042004
pasar_ADJ	137306	326.1957613309433
político_ADJ	136286	323.7725629524489
necesidad_NOUN	134579	319.7172691954978
poder_AUX_Ind_Fut	134485	319.4939548351267
gracia_NOUN	134433	319.3704192315172
estar_NOUN	134293	319.0378233756454
euro_NOUN	134171	318.7479898441
mercar_NOUN	134116	318.61732718643606
imagen_NOUN	133478	317.1016403575347
sociedad_NOUN	133223	316.49584076291103
solo_ADJ	133096	316.19412880794164
entonces_ADV	132239	314.15816703306933
permitir_VERB_Ind_Pres	131596	312.63060178074386
nosotros_PRON	131129	311.52115703294294
efecto_NOUN	130239	309.4067976634723
nunca_ADV	129949	308.7178491048807
palabra_NOUN	129664	308.04077896971313
aquel_DET	129466	307.57039340212305
página_NOUN	128044	304.1921697803396
poder_AUX_Cnd	127846	303.72178421274947
final_NOUN	127403	302.66935589738375
próximo_ADJ	127315	302.46029564512145
sentir_NOUN	126977	301.6573142216596
investigación_NOUN	126790	301.21306118560227
nacional_ADJ	126732	301.07527147388396
tanto_NOUN	126497	300.5169855729563
ninguno_DET	126452	300.4100797621404
acordar_NOUN	125819	298.90627135666296
verdad_NOUN	125252	297.55925814038216
realizar_VERB_Inf	125012	296.9890938160305
relación_NOUN	124620	296.0578254195895
anterior_ADJ	124558	295.910532969132
propio_DET	124161	294.967386149267
incluso_ADV	124064	294.73694473484153
lado_NOUN	123918	294.39009477086097
hacer_VERB_Ind_Past	123855	294.2404266357186
especial_ADJ	123062	292.35650868067347
nombrar_NOUN	122999	292.2068405455311
mediar_NOUN	122917	292.01203440137766
pasar_NOUN	122856	291.8671176356049
contar_VERB_Ind_Pres	122117	290.11148665353886
recurso_NOUN	121707	289.1374559327715
hemo_AUX_Ind_Pres	121650	289.00204190573794
haber_AUX_Sub_Pres	121459	288.54828613094145
jugar_NOUN	121383	288.3677340948967
no_PART	120831	287.05635614888797
mediante_ADP	120590	286.4838161398515
político_NOUN	120283	285.7544809416184
usuario_NOUN	120103	285.3268576983547
general_ADJ	119727	284.4336002568704
modo_NOUN	119277	283.3645421487111
otros_PRON	119180	283.13410073428565
presidente_NOUN	118967	282.62807989642357
existir_VERB_Ind_Pres	118892	282.4499035450637
cambiar_NOUN	118712	282.0222803017999
sí_ADV	118360	281.1860392927509
diferente_ADJ	118341	281.14090128373965
llevar_VERB_Ind_Pres	118294	281.02924410355416
estar_VERB_Ind_Pres	118149	280.6847698242584
tener_VERB_Ind_Imp	117708	279.63709287826225
conocimiento_NOUN	117445	279.0122878061602
marcar_NOUN	117305	278.67969195028843
alumno_NOUN	117230	278.50151559892856
aplicación_NOUN	117042	278.0548868781865
centrar_NOUN	116680	277.19488902228943
así_ADV	116590	276.9810774006575
estudiar_NOUN	116474	276.7054979772209
ofrecer_VERB_Ind_Pres	115539	274.4842327969343
tener_VERB_Ind_Past	115481	274.346443085216
actual_ADJ	114901	272.96854596803286
realidad_NOUN	114886	272.9329106977609
líneo_NOUN	114576	272.1964484454733
hacer_NOUN	114041	270.92545713910613
área_NOUN	113886	270.55722601296236
formación_NOUN	113579	269.8278908147292
seguridad_NOUN	113195	268.91562789576665
padre_NOUN	113111	268.7160703822436
claro_ADJ	112989	268.4262368506981
posibilidad_NOUN	112839	268.06988414797837
poner_VERB_Inf	112607	267.5187253011051
caso_NOUN	110780	263.17834938197825
ley_NOUN	110702	262.9930459765639
propio_ADJ	109803	260.8573054449301
parecer_AUX_Ind_Pres	109280	259.6148223547805
poder_AUX_Inf	109244	259.5292977061277
tratar_VERB_Ind_Pres	108681	258.1917872285861
organización_NOUN	108406	257.53847394026656
comunidad_NOUN	108369	257.450573606929
medio_NOUN	108062	256.7212384086959
decir_VERB_Inf	108000	256.5739459582384
poder_NOUN	107108	254.45483521939812
siglo_NOUN	106649	253.36439594907563
internacional_ADJ	105413	250.42804967866462
objetivar_NOUN	105024	249.50390833627804
cuerpo_NOUN	104827	249.03589845337274
capacidad_NOUN	103719	246.40363982261596
decir_NOUN	103071	244.86419614686656
condicionar_NOUN	102448	243.3841445882371
metro_NOUN	102254	242.92326175938618
cliente_NOUN	102158	242.69519602964553
estar_AUX_Inf	101961	242.22718614674022
ser_AUX_Ger	101867	242.00387178636916
salud_NOUN	101722	241.65939750707338
juntar_ADJ	101686	241.57387285842063
presentar_ADJ	101089	240.15558910159592
bajar_ADP	101075	240.12232951600873
mes_NOUN	101074	240.11995383132393
basar_NOUN	100823	239.5236569754395
mismo_PRON	100676	239.17443132677414
respectar_NOUN	100332	238.35719579520344
comunicación_NOUN	100179	237.99371603842928
clase_NOUN	99890	237.30714316452253
frente_NOUN	99743	236.95791751585713
cuanto_NOUN	99644	236.7227247320621
librar_NOUN	99588	236.58968638971336
gobernar_NOUN	99413	236.17394156987365
seriar_NOUN	99347	236.01714638067693
noche_NOUN	99221	235.71781011039232
decir_ADJ	98799	234.71527117340736
cargar_NOUN	98686	234.44681880402513
población_NOUN	98443	233.86952742561908
tener_VERB_Ind_Fut	98287	233.4989206147905
técnico_NOUN	98233	233.3706336418114
españolar_ADJ	97825	232.4013542904136
atención_NOUN	97535	231.71240573182206
qué_DET	97368	231.3156663894607
otro_PRON	96981	230.39627641644367
espaciar_NOUN	96968	230.3653925155413
mayoría_NOUN	95796	227.58109006495744
dudar_NOUN	95323	226.45739120904776
tener_VERB_Sub_Pres	95212	226.19369020903514
autor_NOUN	94833	225.2933057134965
personal_ADJ	94615	224.7754064522104
menor_ADJ	94339	224.119717479206
distinto_DET	93925	223.13618401969944
preciar_NOUN	93880	223.0292782088835
miembro_NOUN	93874	223.01502410077472
natural_ADJ	93821	222.8891128124804
poblar_NOUN	93666	222.52088168633662
riesgo_NOUN	93576	222.30707006470476
valor_NOUN	93510	222.15027487550807
aspecto_NOUN	92966	220.85790240697767
fecho_NOUN	92819	220.5086767583123
falto_NOUN	92438	219.60354089340407
etcétera_NOUN	92375	219.45387275826175
enfermedad_NOUN	92164	218.95260328976929
»_ADJ	92110	218.82431631679015
poner_VERB_Ind_Pres	91986	218.52973141587515
tecnología_NOUN	91874	218.2636547311777
venta_NOUN	91813	218.11873796540502
tratamiento_NOUN	91729	217.91918045188194
material_NOUN	91626	217.67448492934767
manir_NOUN	91605	217.62459555096692
igual_ADJ	91486	217.3418890734759
presentar_VERB_Ind_Pres	91299	216.89763603741858
control_NOUN	91296	216.89050898336419
educación_NOUN	91180	216.61492955992756
encontrar_VERB_Inf	90968	216.11128440675026
acceso_NOUN	90900	215.949737848184
mejorar_ADJ	90879	215.8998484698032
producción_NOUN	90527	215.06360746075413
mientras_SCONJ	90459	214.90206090218783
edad_NOUN	90138	214.1394661183675
cantidad_NOUN	90135	214.13233906431313
profesor_NOUN	90021	213.8615110102461
hacer_VERB_Past	89825	213.3958768120256
poner_NOUN	89727	213.16305971291533
hay_AUX_Ind_Pres	89666	213.0181429471426
texto_NOUN	89566	212.78057447866277
paciente_NOUN	88985	211.40030167679484
gestión_NOUN	88836	211.04632465875986
materia_NOUN	88598	210.48091170377782
necesitar_VERB_Ind_Pres	88356	209.90599601005658
ayudar_NOUN	88293	209.75632787491426
conocer_VERB_Inf	88225	209.594781316348
director_NOUN	88195	209.523510775804
esperar_VERB_Ind_Pres	88053	209.1861635505626
gustar_VERB_Ind_Pres	87941	208.9200868658652
técnico_ADJ	87878	208.7704187307229
respuesta_NOUN	87838	208.67539134333094
[_ADJ	87809	208.6064964874718
cierto_ADJ	87805	208.59699374873261
nadie_PRON	87797	208.5779882712542
ser_AUX_Cnd	87636	208.19550303700163
proyecto_NOUN	87436	207.72036610004196
modelar_NOUN	87294	207.38301887480057
dinero_NOUN	87066	206.84136276666652
vario_DET	87047	206.79622475765532
joven_NOUN	87038	206.77484359549214
luz_NOUN	86534	205.57749851435372
músico_NOUN	86346	205.13086979361157
tierra_NOUN	85877	204.0166736764411
foto_NOUN	85396	202.873969343053
seguro_ADJ	85178	202.35607008176694
ellas_PRON	85023	201.98783895562318
quienes_PRON	84947	201.80728691957847
máximo_ADJ	84941	201.7930328114697
cabo_NOUN	84519	200.79049387448472
institución_NOUN	83874	199.2581772527897
llevar_VERB_Inf	83623	198.66188039690527
emplear_NOUN	83380	198.0845890184992
estudio_NOUN	83250	197.77575000947542
acto_NOUN	83108	197.43840278423403
local_ADJ	82997	197.17470178422138
estudiante_NOUN	82890	196.92050352294794
práctico_NOUN	82748	196.58315629770655
vestir_NOUN	82735	196.55227239680417
papel_NOUN	82658	196.36934467607472
entrar_NOUN	82609	196.25293612651956
solo_ADV	82608	196.25056044183478
alguien_PRON	82353	195.64476084721116
superior_ADJ	82314	195.55210914450402
campar_NOUN	82181	195.23614308142584
red_NOUN	82131	195.1173588471859
web_NOUN	82043	194.90829859492362
análisis_NOUN	82035	194.88929311744522
diverso_DET	81942	194.668354441759
interés_NOUN	81931	194.6422219102262
allí_ADV	81735	194.1765877120057
oportunidad_NOUN	81560	193.76084289216593
cursar_NOUN	81545	193.72520762189396
profesional_ADJ	81496	193.60879907233885
participación_NOUN	81404	193.39023608133738
minuto_NOUN	81247	193.01725358582402
deber_AUX_Ind_Fut	81192	192.8865909281601
plan_NOUN	81139	192.76067963986577
tal_NOUN	80929	192.26178585605808
cultura_NOUN	80805	191.96720095514306
construcción_NOUN	80738	191.8080300812616
energía_NOUN	80657	191.6155996217929
cultural_ADJ	80638	191.57046161278174
título_NOUN	80309	190.788861351483
muerte_NOUN	80219	190.57504972985117
real_ADJ	80144	190.39687337849125
crisis_NOUN	80097	190.28521619830573
llegar_VERB_Ind_Pres	79996	190.0452720451411
instalación_NOUN	79951	189.93836623432514
trabajador_NOUN	79725	189.40146149556068
llegar_VERB_Inf	79627	189.16864439645042
cierto_DET	79506	188.88118654958984
amigo_NOUN	79036	187.76461474773453
película_NOUN	79026	187.74085790088654
fondo_NOUN	79006	187.69334420719056
amor_NOUN	78985	187.64345482880978
movimiento_NOUN	78538	186.5815237747049
ser_AUX_Sub_Imp	78491	186.46986659451935
opción_NOUN	78353	186.14202210801713
diferenciar_NOUN	78250	185.89732658548292
ir_VERB_Inf	78224	185.83555878367812
plazo_NOUN	78006	185.31765952239206
apoyar_NOUN	77998	185.2986540449137
restar_NOUN	77679	184.54081063046294
i_CONJ	77546	184.22484456738476
futuro_NOUN	77238	183.4931336844668
caminar_NOUN	77002	182.93247209885436
decisión_NOUN	76935	182.77330122497287
orden_NOUN	76812	182.48109200874265
realizar_ADJ	76108	180.8086099906445
malo_ADJ	75665	179.75618167527875
realizar_VERB_Ind_Pres	75568	179.5257402608533
ahí_ADV	75554	179.49248067526614
jugador_NOUN	75448	179.2406580986775
coche_NOUN	75328	178.95557593650167
relacionar_ADJ	75268	178.81303485541378
región_NOUN	75210	178.67524514369546
entidad_NOUN	74974	178.114583558083
bastante_ADV	74915	177.9744181616799
pasar_VERB_Inf	74880	177.89126919771195
mientras_CONJ	74584	177.18806653101157
presenciar_NOUN	74407	176.76757034180224
término_NOUN	74078	175.98597008050353
fuerte_ADJ	74007	175.81729646788287
acción_NOUN	73907	175.57972799940302
carrera_NOUN	73833	175.4039273327279
dar_VERB_Ind_Past	73391	174.35387470204697
hacer_VERB_Ger	73125	173.72194257589058
llamar_ADJ	73110	173.6863073056186
función_NOUN	73105	173.67442888219458
privar_ADJ	73018	173.46774431461714
madre_NOUN	72935	173.27056248577884
fuente_NOUN	72829	173.01873990919023
usted_PRON	72810	172.97360190017903
varios_DET	72796	172.94034231459185
profesional_NOUN	72619	172.51984612538254
venir_VERB_Ind_Pres	72582	172.43194579204498
poco_DET	72580	172.4271944226754
total_ADJ	72563	172.38680778303382
quedo_VERB_Ind_Pres	72189	171.49830171091918
causar_NOUN	71613	170.12990733247523
humano_ADJ	71566	170.01825015228968
común_ADJ	71428	169.69040566578752
compañía_NOUN	71350	169.50510226037323
q_CONJ	71302	169.3910693955029
algunos_PRON	71288	169.35780980991572
sentir_VERB_Ind_Pres	70713	167.9917911161566
abrir_ADJ	70536	167.57129492694725
carácter_NOUN	70470	167.41449973775053
opinión_NOUN	70465	167.40262131432655
dirección_NOUN	70213	166.80394877375733
ayer_ADV	70029	166.3668227917544
preguntar_NOUN	70023	166.35256868364561
general_NOUN	69756	165.71826087280442
diferente_DET	69747	165.69687971064124
paso_VERB_Ind_Pres	69724	165.64223896289087
librar_ADJ	69706	165.5994766385645
ámbito_NOUN	69623	165.40229480972621
estructurar_NOUN	69607	165.36428385476944
plantar_NOUN	69504	165.1195883322352
importancia_NOUN	69489	165.0839530619632
cuales_PRON	69448	164.98654998988647
cercar_ADV	69345	164.74185446735223
difícil_ADJ	69327	164.69909214302587
provincia_NOUN	69317	164.67533529617788
todavía_ADV	69294	164.6206945484275
deber_ADJ	69292	164.6159431790579
especialmente_ADV	69224	164.4543966204916
principiar_NOUN	69109	164.18119288173978
tanto_DET	69071	164.09091686371744
salir_NOUN	68634	163.05274265646048
concepto_NOUN	68549	162.85080945825263
unidad_NOUN	68461	162.64174920599035
tener_VERB_Past	68428	162.563351611392
característico_NOUN	68420	162.54434613391362
color_NOUN	68298	162.25451260236818
diseñar_NOUN	68250	162.14047973749788
crear_VERB_Inf	68152	161.90766263838762
ojo_NOUN	67990	161.52280171945026
hablar_VERB_Ind_Pres	67931	161.38263632304714
dejar_VERB_Ind_Pres	67707	160.8504829536523
conocer_VERB_Ind_Pres	67632	160.67230660229237
octubre_NOUN	67562	160.50600867435648
herramienta_NOUN	67360	160.0261203680272
tampoco_ADV	67327	159.94772277342886
creación_NOUN	67318	159.92634161126566
educativo_ADJ	67317	159.92396592658088
comentario_NOUN	67283	159.8431926472977
especie_NOUN	67276	159.82656285450412
ejercicio_NOUN	67206	159.66026492656823
conjuntar_NOUN	67045	159.27777969231568
mí_PRON	66889	158.9071728814871
amplio_ADJ	66873	158.86916192653032
físico_ADJ	66860	158.83827802562794
ofertar_NOUN	66796	158.68623420580084
ciudadano_NOUN	66579	158.17071062919956
éxito_NOUN	66424	157.8024795030558
tomar_VERB_Inf	66317	157.54828124178235
otra_PRON	66229	157.33922098952007
fácil_ADJ	66215	157.3059614039329
incluir_VERB_Ind_Pres	66118	157.07551998950746
ser_VERB_Ind_Pres	66115	157.06839293545306
puerta_NOUN	65963	156.7072888633637
arte_NOUN	65959	156.69778612462449
unos_PRON	65951	156.67878064714608
elemento_NOUN	65858	156.45784197145986
muchos_PRON	65800	156.32005225974154
diciembre_NOUN	65731	156.15613001649044
personaje_NOUN	65683	156.0420971516201
noticiar_NOUN	65658	155.98270503450013
aparecer_VERB_Ind_Pres	65590	155.82115847593386
cabeza_NOUN	65563	155.7570149894443
escuela_NOUN	65561	155.75226362007467
trabajar_VERB_Inf	65467	155.52894925970364
vestir_VERB_Past	65404	155.37928112456132
seguir_AUX_Ind_Pres	65263	155.04430958400474
hablar_VERB_Inf	65229	154.9635363047216
accionar_NOUN	65126	154.71884078218733
sitiar_NOUN	65099	154.65469729569776
dar_VERB_Past	65097	154.64994592632817
junio_NOUN	65085	154.6214377101106
laboral_ADJ	65051	154.54066443082746
consecuencia_NOUN	65043	154.52165895334906
considerar_VERB_Ind_Pres	64870	154.11066550287893
origen_NOUN	64860	154.08690865603091
chico_NOUN	64831	154.0180138001718
mayar_NOUN	64751	153.8279590253879
mantener_VERB_Inf	64749	153.8232076560183
haber_AUX_Sub_Imp	64642	153.56900939474488
mejorar_VERB_Inf	64611	153.4953631695161
edición_NOUN	64392	152.97508822354524
oficial_ADJ	64369	152.92044747579487
evento_NOUN	64287	152.72564133164138
autoridad_NOUN	64235	152.6021057280319
electrónico_ADJ	64122	152.33365335864966
época_NOUN	63957	151.9416653856579
mostrar_VERB_Ind_Pres	63929	151.87514621448352
mensaje_NOUN	63851	151.68984280906923
utilizar_VERB_Inf	63808	151.58768836762292
llamar_VERB_Ind_Pres	63706	151.34536852977345
correspondiente_ADJ	63704	151.34061716040387
capaz_ADJ	63684	151.2931034667079
capital_NOUN	63593	151.07691616039125
razón_NOUN	63338	150.47111656576763
callar_NOUN	63224	150.2002885117006
poco_PRON	63190	150.11951523241743
caro_NOUN	63149	150.0221121603407
básico_ADJ	62938	149.5208426918482
seguir_VERB_Ind_Pres	62757	149.09084376389967
mal_ADV	62620	148.7653749620823
fundamental_ADJ	62391	148.22134316926343
vivienda_NOUN	62374	148.18095652962185
comercial_ADJ	62255	147.89825005213083
favor_NOUN	62156	147.6630572683358
ser_ADV	62122	147.58228398905266
aire_NOUN	61892	147.03587651154896
º_CONJ	61860	146.9598546016354
adecuar_ADJ	61823	146.87195426829788
mano_NOUN	61724	146.6367614845028
marzo_NOUN	61724	146.6367614845028
entre_ADP	61468	146.02858620519442
sí_PRON	61442	145.96681840338965
iniciativo_NOUN	61365	145.78389068266017
histórico_ADJ	61318	145.67223350247463
hotel_NOUN	61309	145.65085234031147
norma_NOUN	61208	145.41090818714682
campaña_NOUN	61184	145.35389175471164
vivir_VERB_Ind_Pres	61162	145.30162669164608
precio_NOUN	61142	145.2541129979501
inversión_NOUN	61012	144.94527398892632
forzar_NOUN	60984	144.87875481775194
reunión_NOUN	60918	144.72195962855525
cambio_NOUN	60904	144.68870004296807
éste_PRON	60836	144.52715348440177
comprar_VERB_Inf	60725	144.26345248438912
buscar_VERB_Ind_Pres	60725	144.26345248438912
referenciar_NOUN	60721	144.25394974564995
uriblank_NOUN	60630	144.03776243933325
suponer_VERB_Ind_Pres	60629	144.03538675464847
realmente_ADV	60513	143.75980733121185
deber_AUX_Cnd	60191	142.99483686270673
largar_NOUN	60172	142.94969885369557
municipio_NOUN	60042	142.64085984467175
guerra_NOUN	60025	142.60047320503017
interesante_ADJ	59949	142.4199211689855
vía_NOUN	59946	142.41279411493107
compañero_NOUN	59917	142.34389925907192
tarea_NOUN	59893	142.28688282663677
estar_AUX_Sub_Pres	59777	142.01130340320015
elección_NOUN	59761	141.97329244824337
factor_NOUN	59740	141.92340306986262
voz_NOUN	59679	141.77848630408988
animal_NOUN	59629	141.65970206984997
europeo_ADJ	59598	141.5860558446212
actuación_NOUN	59522	141.40550380857653
jornada_NOUN	59445	141.22257608784705
trabajo_NOUN	59436	141.20119492568386
disco_NOUN	59316	140.91611276350804
crecimiento_NOUN	59263	140.79020147521373
juego_NOUN	59215	140.67616861034338
listo_NOUN	59192	140.621527862593
enero_NOUN	59043	140.26755084455806
noviembre_NOUN	59031	140.23904262834046
municipal_ADJ	59021	140.21528578149247
valorar_NOUN	58992	140.1463909256333
proceso_NOUN	58959	140.06799333103498
actualmente_ADV	58887	139.89694403372948
público_NOUN	58886	139.89456834904468
soler_AUX_Ind_Pres	58790	139.66650261930403
método_NOUN	58648	139.32915539406264
centro_NOUN	58625	139.27451464631227
